gene_id,GSE25599,GSE77314,GSE82177,GSE101432,GSE105130,GSE114564,GSE144269,GSE148355
ENSG00000000003,46.565771749999996,31.38196630000001,20.0279382,35.08300013636362,50.6669826923077,47.94675118333333,,45.2667221111111
ENSG00000000005,,0.11991675,,0.07133075,0.3012920576923077,0.1243482,,0.15881
ENSG00000000419,29.2966913125,33.99218496666666,35.705687600000005,35.812322340909084,37.37769480769232,57.19470743333333,,52.58979860317461
ENSG00000000457,4.6730741875,5.583069066666667,5.5910986000000005,7.938237454545454,5.421055057692308,12.191179366666667,61.69915355,12.167526349206348
ENSG00000000460,2.364580375,4.2198047333333335,11.610933900000001,8.813913318181818,3.955744923076923,12.098077666666667,70.51680493333333,11.103484047619048
ENSG00000000938,2.7283129374999997,7.782066016666667,5.3160959000000005,8.325747454545454,3.214019326923077,6.57721345,60.49744976666667,6.96469865079365
ENSG00000000971,543.5462498124999,533.8648341166665,1086.6751113,833.9380579090908,599.2908970192308,1316.1852082666667,5400.437553583333,1402.378740206349
ENSG00000001036,38.382393562500006,34.68593826666667,23.0666816,31.480635863636362,41.495945096153854,44.20617404999998,2.0656412500000005,39.3923705079365
ENSG00000001084,50.5792715625,54.90972623333333,83.3347444,65.80714438636365,48.45168005769231,109.48317698333334,34.65988806666667,113.83194139682539
ENSG00000001167,6.274042562500001,9.263031583333335,6.287586099999999,14.342136227272729,6.924528019230768,17.225025799999997,6.329902199999999,17.24633526984127
ENSG00000001460,2.7563966875,2.1185024833333332,1.0660836,2.1085666136363637,1.9330741346153848,5.400980933333334,15.827911533333335,4.810709253968254
ENSG00000001461,1.9281288125000002,2.4882623500000003,9.67837,4.136172386363636,2.5257588076923074,7.316606849999999,40.7676312,7.724799555555554
ENSG00000001497,10.124611937500001,14.480156750000003,6.358879299999999,12.425724999999998,10.770825807692308,17.545471866666666,,16.231484365079364
ENSG00000001561,2.87872925,5.140478166666669,8.901802300000002,7.275870136363636,6.62458703846154,13.210191133333334,1.908760216666667,12.073294079365079
ENSG00000001617,5.82550025,5.7261435333333335,6.4597299999999995,6.478692590909091,4.068943653846154,6.000713383333333,31.352260550000004,5.8631081428571425
ENSG00000001626,15.24020975,4.3290709,190.59928,9.755797318181818,2.31798775,23.0453207,4.342973883333333,15.832688777777777
ENSG00000001629,8.326696875,7.66307735,15.659588600000001,17.73258245454545,7.930686211538463,33.97985343333333,9.655291016666666,32.088577888888885
ENSG00000001630,61.7030700625,50.53150998333332,140.0743579,68.55751040909092,79.41497965384616,179.01394691666673,9.295691633333334,148.25244955555553
ENSG00000001631,11.38624325,17.010105366666664,33.807435999999996,25.283579363636363,13.218465519230769,54.971635049999996,11.098872033333333,57.62319433333333
ENSG00000002016,3.437646375,9.132885716666667,7.811306399999999,11.9807215,4.3569562692307695,12.4015035,4.158681383333334,11.545585825396826
ENSG00000002079,,0.011157766666666668,,0.004405045454545454,0.1592876923076923,0.09618106666666666,0.009444033333333332,0.09477468253968253
ENSG00000002330,18.505560812499997,38.11667051666667,31.896333600000002,24.380087727272723,33.18990486538462,24.07290858333333,1.4369606000000001,26.475803
ENSG00000002549,66.598487625,57.88343998333333,196.38719360000002,88.72067936363638,76.72417505769232,116.01446331666669,255.65402153333332,117.62689492063491
ENSG00000002586,104.1260885,135.12413360000005,79.8435997,138.83848895454545,127.44008584615383,111.02791728333332,,104.59721933333336
ENSG00000002587,0.1882679375,0.8138236999999999,,1.7275686136363635,0.6167158461538461,0.35786638333333337,1.10990635,0.4764440317460317
ENSG00000002726,0.6356481875,0.49779305000000007,,0.6414180227272727,0.44589998076923076,0.2150681,0.10092670000000001,0.2425095873015873
ENSG00000002745,,0.11838275,3.3613006,0.1995876590909091,0.06517621153846154,0.17626566666666665,0.033000633333333335,0.08006500000000001
ENSG00000002746,0.09268362499999999,0.6030348666666667,0.1377068,0.6813367045454546,0.12029836538461539,0.3983410166666667,0.0244553,0.6767643968253969
ENSG00000002822,14.893776875,23.750113016666667,26.488829800000005,24.559005954545455,20.046194346153847,21.269493133333334,12.34648535,20.880936825396823
ENSG00000002834,43.899379562499995,58.80346326666668,51.4780497,58.795362068181824,57.822633423076944,57.76841061666666,0.4835906666666667,57.42719049206351
ENSG00000002919,8.994724937500001,8.386738333333334,1.5629587,10.972043681818182,7.371044557692308,17.65656248333333,,17.784957968253966
ENSG00000002933,536.0849131250001,597.2718442333334,235.71414369999997,440.9903389545455,760.1787439615385,462.22237624999997,34.0835017,463.8450812063492
ENSG00000003056,75.38704368750001,40.85529341666666,45.5178988,61.093348068181825,36.98010463461539,67.86814436666667,4.942321566666667,71.26708517460318
ENSG00000003096,3.4559504375,2.9223694999999994,9.1819574,3.3924921363636367,2.417119269230769,6.5456712999999995,,5.141815380952381
ENSG00000003137,1.0209116875,1.9825328333333334,4.0765517000000004,3.354520022727273,0.75396675,1.5505152500000001,15.175140850000002,2.631489285714286
ENSG00000003147,13.734612437500001,12.792063783333333,26.9126155,18.452317386363635,14.26598301923077,21.22314405,3.8986934,22.079695555555556
ENSG00000003249,4.0799913125,8.345781783333333,1.7129509,3.8524688181818183,11.544274692307692,6.612091666666667,,8.579167984126983
ENSG00000003393,15.6004549375,10.539675816666666,26.2798376,18.259002522727272,10.052019346153847,30.568132416666664,125.24420015000001,29.24644222222222
ENSG00000003400,3.561267375,4.6912077666666665,17.2345325,6.4538749772727275,3.8321382884615383,14.909600883333335,86.86379976666667,16.399383015873017
ENSG00000003402,37.4741955,30.827602900000002,97.0581116,77.21620397727273,24.991854846153846,130.18678748333332,952.99898505,130.4652766031746
ENSG00000003436,217.79367937500004,102.94464603333331,303.4052547,175.9507454318182,120.63270332692308,345.0241453,1067.5164100666666,345.1628298571429
ENSG00000003509,13.81197225,10.548497566666667,17.2304876,15.367795772727272,8.452985538461538,24.876902016666666,105.51050406666666,21.00820646031746
ENSG00000003756,42.5942035625,73.70813253333333,168.8130156,75.86712920454545,31.82575632692308,125.84705128333334,773.2549850333334,129.18449742857143
ENSG00000003987,5.7800351249999995,3.558188233333333,0.8274774,3.827519022727273,3.9573992115384615,3.6338673166666666,0.07243763333333333,3.6502304761904765
ENSG00000003989,53.73868631249999,42.40273155,75.96316709999999,98.93578129545455,71.22754367307694,164.8061122833333,21.291671433333335,192.11626984126983
ENSG00000004059,52.28463012499999,89.68633518333333,28.0836851,74.5043226818182,76.8681165576923,71.89662875,4.812021583333333,72.08030777777778
ENSG00000004139,1.5851215,3.3565758333333333,7.9119601,6.591952909090908,2.0989055192307693,7.12355075,,5.881625968253968
ENSG00000004142,51.367272937500005,71.64271593333332,31.1719924,60.62368847727274,73.20488251923076,63.018671299999994,,58.325463365079365
ENSG00000004399,23.9280816875,50.848932016666666,43.025582899999996,41.90205843181818,20.999867307692305,47.05947578333333,193.16110394999998,46.12241931746032
ENSG00000004455,70.77849781249999,84.35782385,88.54447429999999,102.02302836363636,95.4745260576923,132.7449844,520.9693013666666,122.47835250793649
ENSG00000004468,1.2710048125000002,2.2910298499999997,6.3740322,8.483782318181818,3.820078673076923,6.326891649999999,26.042937799999997,8.35193784126984
ENSG00000004478,27.7161755,33.39915078333334,27.813293499999997,36.57548081818182,34.770646000000006,46.87717754999999,3.0264972833333332,45.244507190476185
ENSG00000004487,15.836657812499997,19.21818293333334,12.6689837,14.661196454545454,15.761390134615386,29.203313150000007,129.3230351,27.95220166666667
ENSG00000004534,30.4429705,64.14635281666666,27.0242655,42.54778911363637,17.870750826923075,60.3739249,489.81414444999996,59.41816773015872
ENSG00000004660,0.3747215625,1.0672031666666666,0.0848836,0.9231579090909091,0.460213923076923,1.12267795,,1.0239764444444444
ENSG00000004700,7.74547775,8.505798949999999,22.3773718,15.007527,8.769002865384616,28.936467433333334,1.1296077833333333,27.89844957142857
ENSG00000004766,7.1477446875,8.637981233333333,26.4939447,17.52421831818182,8.887710596153847,43.67663373333334,7.1616429833333335,47.31004426984127
ENSG00000004776,6.8563198750000005,11.34846838333333,0.07923240000000001,9.87790034090909,13.826431096153843,0.5210545666666666,,0.8081959365079365
ENSG00000004777,2.4171745000000002,10.621735150000001,5.5196658,5.691912659090909,3.283220730769231,3.5456511500000003,,3.6504618412698413
ENSG00000004779,103.27641818750001,98.88806303333335,80.51555520000002,107.66252127272728,110.4093348076923,112.08605218333332,,113.27757423809524
