logistic_regression,logreg_log2fc,random_forest_classification,rf_log2fc
ENSG00000227268,0.39631478750340976,ENSG00000168702,0.6994223426337731
ENSG00000112208,1.2228858117977301,ENSG00000143196,-1.4085831259257815
ENSG00000106153,0.8729509338212944,ENSG00000157103,0.183215412033781
ENSG00000276600,1.6922329562395688,ENSG00000087842,1.6044140488696774
ENSG00000118849,0.2684158371155818,ENSG00000132698,-0.0636088818259859
ENSG00000176732,1.5325364559397336,ENSG00000145386,2.439677667467878
ENSG00000169885,0.21183606762738894,ENSG00000111199,-0.23130485818479896
ENSG00000114270,1.8008057439349496,ENSG00000174059,1.7147283130104083
ENSG00000240224,1.2575524809965897,ENSG00000138315,-2.076184901627847
ENSG00000136688,0.5208856195703986,ENSG00000116406,1.0549339103849649
ENSG00000133063,2.4919183405339584,ENSG00000147003,-0.959648502203208
ENSG00000106031,2.222152319362475,ENSG00000139540,-0.8714299984726788
ENSG00000126878,0.6921288893055619,ENSG00000215875,-0.3242438387055627
ENSG00000180834,0.0966347531558881,ENSG00000077238,0.007485819248125303
ENSG00000163467,1.1037049624621156,ENSG00000142871,-0.37170798464856514
ENSG00000109805,2.186953986897387,ENSG00000179242,-0.037341836345391545
ENSG00000171848,2.4981049766443055,ENSG00000160194,0.7541255968599714
ENSG00000213089,0.6267513959158882,ENSG00000180432,-0.7860039666127658
ENSG00000112742,2.694273963435049,ENSG00000162745,2.210761691824456
ENSG00000148357,0.6871070190625646,ENSG00000111206,2.6381654154727663
ENSG00000249006,0.43835761387245803,ENSG00000120057,-0.968309135449986
ENSG00000171199,0.775880941128875,ENSG00000143869,-0.37402626447614606
ENSG00000270872,1.6471523175635039,ENSG00000262628,-0.12962305938531063
ENSG00000252451,2.3288092438156105,ENSG00000225079,-0.6685918469397258
ENSG00000104967,0.5347137714018202,ENSG00000087586,2.599617312935342
ENSG00000180152,1.0080603984226884,ENSG00000118094,-0.8282065963933083
ENSG00000042493,2.6969348499164867,ENSG00000173599,-0.14332982924065174
ENSG00000131100,1.0900997638944112,ENSG00000189337,-0.9879285348650186
ENSG00000170312,3.2356014760089002,ENSG00000162365,-1.4642284521488484
ENSG00000263513,1.7392764175415376,ENSG00000137804,2.9581767584842495
ENSG00000261459,0.10555824787271244,ENSG00000106638,0.8918889191963109
ENSG00000143194,2.0433554623034307,ENSG00000181610,1.6895293706300993
ENSG00000230946,0.29900568457094656,ENSG00000153707,0.06655853366073927
ENSG00000232096,1.3527783160218387,ENSG00000266173,1.0559854931598056
ENSG00000163017,1.8808512619108477,ENSG00000121691,-0.3830663496428137
ENSG00000240180,0.7777104314207467,ENSG00000115758,0.8098848291400884
ENSG00000233829,0.039147245111180354,ENSG00000125538,-0.4724418403851538
ENSG00000261024,0.18420049608432462,ENSG00000173918,-0.8474865742726685
ENSG00000224287,1.5054442480707544,ENSG00000151360,-1.3829825270264524
ENSG00000196208,1.1792504573631808,ENSG00000123124,1.0465222666771972
ENSG00000275585,0.2105575087731481,ENSG00000158481,-0.15644019546911148
ENSG00000067601,0.7909778329993313,ENSG00000134365,-0.9775774036364684
ENSG00000214812,0.570361049729625,ENSG00000166965,1.2534248683351614
ENSG00000185614,0.7916598539203815,ENSG00000175928,-0.01718264607827691
ENSG00000233707,0.19013428685011372,ENSG00000198034,0.9586729095448367
ENSG00000112984,2.3205919226299967,ENSG00000189430,-0.16259132401596293
ENSG00000239405,0.45683181395203104,ENSG00000143368,1.3579492592108835
ENSG00000128039,1.028862185354062,ENSG00000163220,2.0498861656203777
ENSG00000185112,0.8236597972842312,ENSG00000067182,0.07910770207461493
ENSG00000152583,1.9696847702656477,ENSG00000179914,-1.2628204756080976
ENSG00000259916,0.3362928618032486,ENSG00000233996,0.9375048864815327
ENSG00000074410,1.9876448585065423,ENSG00000007001,-1.0087512709157362
ENSG00000197046,1.140849663720298,ENSG00000180155,0.47661626381464073
ENSG00000178752,0.7704616917796547,ENSG00000142945,2.709302532211111
ENSG00000169245,1.066189489319851,ENSG00000242110,0.8814882831772266
ENSG00000143499,1.2796278040934759,ENSG00000166145,1.165968853628958
ENSG00000213759,2.860664113559,ENSG00000203747,-0.14922757994097502
ENSG00000236317,1.7375800379688235,ENSG00000243477,0.6151305811498924
ENSG00000188770,0.11312707782269571,ENSG00000115935,0.11417348545725226
ENSG00000138134,1.3658830067165473,ENSG00000198793,0.6128168678630912
ENSG00000114646,1.0958047330426306,ENSG00000105186,1.7580543910772173
ENSG00000070371,1.452761345504571,ENSG00000196557,-0.18684569736917167
ENSG00000144550,0.4790970968231485,ENSG00000164039,-0.6827988296581795
ENSG00000187223,-0.021966930817543404,ENSG00000182718,1.8751031927951765
ENSG00000148346,2.4968395182016425,ENSG00000277893,-1.8598810940455013
ENSG00000134243,1.655364730422158,ENSG00000276043,1.9883376260678192
ENSG00000157873,0.4999453481819769,ENSG00000115541,0.4495665899954684
ENSG00000146285,0.17591523976726164,ENSG00000168913,0.5935725789602362
ENSG00000233586,0.35784257256765933,ENSG00000064601,1.6503170317466838
ENSG00000184599,0.07457398975263636,ENSG00000108242,-0.27503180675197125
ENSG00000228976,0.2277846428352427,ENSG00000100350,1.497013440553546
ENSG00000265107,1.3985292873260864,ENSG00000188610,1.4405391385256925
ENSG00000068366,3.107785575797116,ENSG00000144381,0.42351940022141576
ENSG00000143107,0.10900678293496653,ENSG00000151490,0.11461220711349673
ENSG00000105928,1.6417216361569114,ENSG00000164619,-1.2779952394735645
ENSG00000168491,0.7852134493221479,ENSG00000226982,-0.04617976909402936
ENSG00000248180,0.36209680293015417,ENSG00000115841,-0.3789286666657148
ENSG00000131747,3.2446716914848333,ENSG00000175336,-1.9754194572109638
ENSG00000276427,0.5698051489334269,ENSG00000160803,1.132232112190728
ENSG00000115386,7.326787126818396,ENSG00000100201,1.0023015089661218
ENSG00000242285,0.3238255519122093,ENSG00000213015,0.6787172658827241
ENSG00000175658,0.4849102738463655,ENSG00000214595,1.1960789691158769
ENSG00000144485,1.588690360226397,ENSG00000079557,-1.0022981545273115
ENSG00000175426,0.37603836771449284,ENSG00000120800,1.0995877557795408
ENSG00000116132,3.1082244938357597,ENSG00000188783,-0.6093411461720986
ENSG00000286015,2.098756981285599,ENSG00000030582,1.2590024506978272
ENSG00000164024,0.7713085869895013,ENSG00000109501,0.9199933112010203
ENSG00000232713,0.8717691929998361,ENSG00000092470,2.009801508451533
ENSG00000221886,1.3821085729644569,ENSG00000196616,-1.351303700290181
ENSG00000237887,0.7647128930017622,ENSG00000122188,-0.18228802789798015
ENSG00000232349,0.24053385080408693,ENSG00000145708,-2.060880308818248
ENSG00000204740,0.48427448366153203,ENSG00000184381,1.2333156397827425
ENSG00000143217,1.3886826320408314,ENSG00000161944,-0.399601362409161
ENSG00000171388,1.5138844906352558,ENSG00000001617,0.9916132650151641
ENSG00000008118,0.231009935672156,ENSG00000133063,2.4919183405339584
ENSG00000173769,0.2538150997570081,ENSG00000139289,-0.8823428589529811
ENSG00000164283,2.8746252660697715,ENSG00000114279,1.8292639369730344
ENSG00000169248,1.4197810648056215,ENSG00000163817,0.3281163352183455
ENSG00000259414,0.40667823873611,ENSG00000117114,-0.3726591490802589
ENSG00000105429,0.5427688658770564,ENSG00000163586,-0.6589771670547186
ENSG00000198844,0.47186031549917096,ENSG00000130193,1.1489552141976214
ENSG00000171970,1.363042348520486,ENSG00000104549,2.7341430506648927
ENSG00000102924,0.5704475171726384,ENSG00000171385,-1.1812191619737504
ENSG00000250566,0.20132417213277148,ENSG00000124532,0.7683963390650126
ENSG00000169213,1.9660125873584013,ENSG00000142733,0.13347489008616975
ENSG00000182963,1.5387513284467826,ENSG00000112936,-0.4318687508166885
ENSG00000153044,1.719654802601208,ENSG00000112685,1.0228466139781545
ENSG00000130348,0.8709560979030901,ENSG00000235354,1.4032374175986837
ENSG00000142449,1.022621908407898,ENSG00000150893,-0.4720288949969572
ENSG00000167774,0.3977740218514181,ENSG00000122971,-1.070016938375744
ENSG00000182004,1.6693339633187332,ENSG00000106333,-0.18435893618682808
ENSG00000115163,2.688828085901822,ENSG00000119042,1.4261667684819286
ENSG00000214796,1.4278783671377702,ENSG00000143226,1.088540684118871
ENSG00000116039,0.8915106335166528,ENSG00000146842,1.4838812890159505
ENSG00000237483,0.3228777630540838,ENSG00000104921,-0.02946227868073592
ENSG00000118193,2.2105965755035033,ENSG00000142937,0.7697348866329055
ENSG00000229221,0.042176950387066814,ENSG00000162772,-0.8986221111490016
ENSG00000100764,0.9276307517390681,ENSG00000122176,0.3495527422667002
ENSG00000168398,0.7789736758399377,ENSG00000133112,-0.22118502051736044
ENSG00000222346,2.607955556004927,ENSG00000143376,1.2092369247327124
ENSG00000119042,1.4261667684819286,ENSG00000117533,0.7470023662829486
ENSG00000185038,0.10714779906694005,ENSG00000103494,0.8204309777906174
ENSG00000234624,1.2193033604255266,ENSG00000163564,-0.8769560165360444
ENSG00000175063,3.3893433430966726,ENSG00000196218,0.26088508924861253
ENSG00000254726,1.747147044912337,ENSG00000115944,0.7213451369369501
ENSG00000274070,1.1580618508293332,ENSG00000159685,0.7702695019297878
ENSG00000091409,1.7168153205128291,ENSG00000168542,2.092496072029742
ENSG00000163159,1.3736330435496633,ENSG00000075975,0.41501057755862814
ENSG00000196267,1.3651205957473316,ENSG00000108590,1.0294652458745461
ENSG00000151025,1.8667212892343907,ENSG00000283511,0.9848908832676495
ENSG00000196878,1.8685746729295345,ENSG00000146463,0.6354666239479814
ENSG00000284952,0.38448439238978915,ENSG00000253816,1.5643324456156091
ENSG00000111863,0.397973254008559,ENSG00000135047,0.1114416945546779
ENSG00000235651,0.4757227451905397,ENSG00000166592,-0.17754541709621874
ENSG00000154978,0.999614152109543,ENSG00000224960,1.2604942010726574
ENSG00000114854,1.3051308357025273,ENSG00000204967,0.20635791905793766
ENSG00000137807,2.467645007962738,ENSG00000145779,0.2287844622196289
ENSG00000053918,0.7080969058868711,ENSG00000157450,0.9419477945126551
ENSG00000143179,1.7388638913749421,ENSG00000049323,0.3387096989833802
ENSG00000283683,0.18155813356368591,ENSG00000091482,1.6885793098817157
ENSG00000198691,0.9899956498317897,ENSG00000132693,-0.26704031763931546
ENSG00000125319,1.2912527321608116,ENSG00000196990,-1.0687114749060207
ENSG00000188033,1.1169246994634687,ENSG00000141012,0.3370670109313565
ENSG00000179256,0.3085513988708921,ENSG00000124374,-0.6948957617427305
ENSG00000164035,0.6984218870750594,ENSG00000137463,0.30543626018642295
ENSG00000154025,0.3170630524879951,ENSG00000152234,0.6271506484205753
ENSG00000040275,1.436953633443807,ENSG00000146678,-0.3285815224004356
ENSG00000254463,1.0924646576801382,ENSG00000263761,-1.8302120884632909
ENSG00000174640,1.1245713437544707,ENSG00000118514,-0.9124059109321179
ENSG00000136114,0.6542760582824011,ENSG00000174255,-0.28218180953908206
ENSG00000132881,0.3190446107425515,ENSG00000285417,1.092365384413978
ENSG00000164330,1.0444094517406368,ENSG00000160932,-1.1575378538921077
ENSG00000164818,1.0062190955065398,ENSG00000123485,2.51096862544
ENSG00000226406,0.478850457572066,ENSG00000187091,0.10135014827953448
ENSG00000234851,1.012652789349632,ENSG00000183780,0.17179365768601315
ENSG00000100263,1.3359080349313106,ENSG00000170011,-0.17319628953257915
ENSG00000156150,0.9028994363303641,ENSG00000196735,0.29651005982706824
ENSG00000104833,2.094523729783994,ENSG00000198886,-0.933102359257818
ENSG00000137869,1.4667397226514853,ENSG00000140807,2.3851304520188585
ENSG00000168589,0.0074965092806910105,ENSG00000088926,-1.1335221201924188
ENSG00000229120,0.17309671816092295,ENSG00000173674,0.896680686918109
ENSG00000123977,0.37719923883018674,ENSG00000243696,-0.866709165595255
ENSG00000131730,0.9312385631262705,ENSG00000146374,-0.7222127281961616
ENSG00000231925,1.0291124019303677,ENSG00000013016,-1.0386835005628452
ENSG00000206562,0.5216154989385249,ENSG00000103245,0.879970247396662
ENSG00000144810,2.2180212064010325,ENSG00000173157,0.21802234600962384
ENSG00000203943,0.7825261946473665,ENSG00000119969,2.613237746500994
ENSG00000271567,0.13863684773092497,ENSG00000105821,0.9454442029205294
ENSG00000159082,0.9932353663153299,ENSG00000176407,0.7967166370154519
ENSG00000214820,0.05048749757702384,ENSG00000224826,0.15985992621208944
ENSG00000145536,1.4896395944530747,ENSG00000102181,1.0485523658247429
ENSG00000197614,1.2947272242812538,ENSG00000073578,0.009952248329184954
ENSG00000120539,1.3442753082169514,ENSG00000113328,0.7581132454691808
ENSG00000164610,0.8994143039253841,ENSG00000233843,-0.20752421574287577
ENSG00000288547,0.4396049011194595,ENSG00000113580,0.08914610988988247
ENSG00000238061,0.36563758773505106,ENSG00000178913,0.6381062894318683
ENSG00000170396,0.28573327883440414,ENSG00000188372,1.4471417037424654
ENSG00000255058,0.7170565723383968,ENSG00000132840,-0.08103770574133051
ENSG00000155085,0.726678025060471,ENSG00000213523,0.6343371528951192
ENSG00000204501,1.4735728218629291,ENSG00000166401,-0.047576724384665425
ENSG00000187624,0.21438352691988838,ENSG00000080189,0.7098860536067138
ENSG00000046647,0.9426214077045678,ENSG00000114654,-0.27303510875717474
ENSG00000142583,2.770206852004191,ENSG00000167244,1.891504649794256
ENSG00000112367,0.6748963314045198,ENSG00000109576,-1.0772815553064174
ENSG00000092020,0.9331070765724956,ENSG00000105835,-0.20707589104339785
ENSG00000229638,0.33605672872242875,ENSG00000111667,0.9086947696350882
ENSG00000166845,1.3506988818842454,ENSG00000116785,-1.4108245655035088
ENSG00000155530,0.7986476522357445,ENSG00000188112,0.4920224230207808
ENSG00000090520,1.1258576836473706,ENSG00000143315,0.928138164551684
ENSG00000249580,0.15858593793189069,ENSG00000158158,0.5940104217739779
ENSG00000111206,2.6381654154727663,ENSG00000276975,1.1877819101923721
ENSG00000158882,1.3740637640249709,ENSG00000129810,1.8964758055797182
ENSG00000084693,1.1355983009712243,ENSG00000164949,0.3999774750071641
ENSG00000152076,0.5823414086057569,ENSG00000116285,-0.859667870059889
ENSG00000270911,0.13636635400587369,ENSG00000149124,-1.4478909307567305
ENSG00000238145,0.3386758600058057,ENSG00000164049,0.11455684465709902
ENSG00000196466,0.7150072835164172,ENSG00000159399,2.018511651832462
ENSG00000165197,1.0331894791896992,ENSG00000159733,0.18294859663670948
ENSG00000174938,1.7039053829027668,ENSG00000130649,-1.4651688802832972
ENSG00000186973,1.5281171092458607,ENSG00000170509,-1.5402532334005805
ENSG00000174165,0.9541792233356123,ENSG00000188833,-0.12725289090695435
ENSG00000148773,2.5872328017599564,ENSG00000224287,1.5054442480707544
ENSG00000229648,0.3373354717840735,ENSG00000151779,0.5921435396888945
ENSG00000165810,0.2734088893143536,ENSG00000108176,-0.5389966244225519
ENSG00000100526,3.483596681666694,ENSG00000185112,0.8236597972842312
ENSG00000166171,0.982328181235383,ENSG00000068912,0.7615669355755514
ENSG00000138764,1.1147293256016741,ENSG00000196453,0.6247581923869099
ENSG00000243429,-0.16062917871148163,ENSG00000184319,1.0943158054337925
ENSG00000176092,1.8920171202994478,ENSG00000136826,-0.5402469386969186
ENSG00000120254,1.7308648497351684,ENSG00000179832,1.1612615713171217
ENSG00000129810,1.8964758055797182,ENSG00000007062,-0.23732783444100924
ENSG00000198715,1.5417101817000596,ENSG00000021826,-0.578096955311004
ENSG00000167968,0.36678114709929693,ENSG00000166428,-0.2321301281555277
ENSG00000170264,1.0266420059535868,ENSG00000173456,1.1083719272035015
ENSG00000259109,1.5662253663097307,ENSG00000158473,-1.0773799449654486
ENSG00000152784,0.3450409251385712,ENSG00000229314,-0.9104744620257392
ENSG00000242737,1.3523121118596708,ENSG00000173369,-0.6113383195211028
ENSG00000237223,1.1894369734329864,ENSG00000166405,-0.29985099356783573
ENSG00000182134,1.4567053302727935,ENSG00000130413,0.49784013071186795
ENSG00000081277,0.24411028125630868,ENSG00000159176,0.20863251563619922
ENSG00000224553,0.10552337453731786,ENSG00000242267,0.2608170700671846
ENSG00000171612,0.8105542791643066,ENSG00000011465,-0.8474587304123062
ENSG00000118762,1.135273400999663,ENSG00000183726,0.8918579155166926
ENSG00000274810,-0.0017402670079478266,ENSG00000112249,1.1628765273577515
ENSG00000225210,2.9378428732693447,ENSG00000185989,0.3399074296594522
ENSG00000080573,1.5278042682897772,ENSG00000196353,0.09342311054308883
ENSG00000276975,1.1877819101923721,ENSG00000136108,1.4839804812317579
ENSG00000224278,0.41622830473838845,ENSG00000115252,-0.05417003075652227
ENSG00000101210,3.3077778720307216,ENSG00000172059,-0.23392242977155764
ENSG00000197959,1.0531802813305409,ENSG00000163517,1.5812262816137244
ENSG00000231475,0.702029880888488,ENSG00000214694,-0.3444658312260511
